도루_D,도루_R,방어율,자책,완투,실점,득점,타수,안타수,2루,3루,홈런,볼넷,삼진,이닝당아웃수,안타허용,홈런허용,볼넷허용,탈삼진,탈병살,실책,OPS,WHIP,W
0,0,4.0,4,0,4,9,39,12,5,0,2,3,8,27,12,1,2,8,1,2,0.9618366129994037,1.5555555555555556,1
0,0,2.0,2,0,3,8,34,12,4,0,0,5,3,27,8,1,2,3,2,1,0.8955882352941176,1.1111111111111112,1
0,0,9.0,8,0,8,3,34,8,0,0,1,2,3,24,12,0,5,3,1,0,0.6013071895424837,2.125,0
0,0,1.0,1,0,1,7,31,8,0,0,1,4,11,27,3,0,3,11,2,1,0.6881720430107527,0.6666666666666666,1
0,0,3.375,3,0,7,1,29,3,0,1,0,3,10,24,8,1,4,10,1,3,0.3599137931034483,1.5,0
0,0,6.0,6,0,6,10,33,10,1,0,3,5,8,27,10,3,2,8,1,0,1.0163170163170163,1.3333333333333333,1
0,0,10.125,9,0,10,6,36,10,0,0,3,2,4,24,10,3,5,4,0,1,0.8435672514619883,1.875,0
0,2,4.0,4,0,4,9,40,17,0,0,2,3,3,27,9,1,2,3,1,1,1.0522727272727272,1.2222222222222223,1
2,0,10.125,9,0,9,4,36,9,1,0,1,2,4,24,17,2,3,4,1,0,0.6688034188034189,2.5,0
0,0,0.0,0,0,0,8,33,9,2,0,2,6,4,27,4,0,3,4,2,0,0.8901515151515151,0.7777777777777778,1
0,0,5.625,5,0,8,0,29,4,0,0,0,3,9,24,9,2,6,9,0,2,0.3566810344827586,1.875,0
1,0,3.0,3,0,3,9,33,12,2,1,0,3,3,27,9,1,2,3,4,0,0.8951048951048951,1.2222222222222223,1
0,1,10.125,9,0,9,3,32,9,1,0,1,2,2,24,12,0,3,2,0,1,0.7297794117647058,1.875,0
1,2,2.0,2,0,2,5,34,12,3,1,0,5,13,27,6,1,3,13,0,2,0.9358974358974359,1.0,1
2,1,4.5,4,0,5,2,34,6,1,0,1,3,5,24,12,0,5,5,1,2,0.5761689291101055,2.125,0
5,1,8.0,8,0,9,5,32,9,1,0,0,5,7,27,11,1,8,7,2,1,0.671474358974359,2.111111111111111,0
1,5,5.0,5,0,5,9,34,11,2,0,1,8,8,27,9,0,5,8,0,1,0.9150326797385621,1.5555555555555556,1
0,0,0.0,0,0,1,12,35,13,2,0,1,5,10,27,6,0,5,10,2,1,0.9461038961038961,1.2222222222222223,1
0,0,10.125,9,0,12,1,31,6,2,0,0,5,3,24,13,1,5,3,0,2,0.5636200716845878,2.25,0
0,2,8.0,8,0,8,12,34,11,2,0,3,7,9,27,13,2,1,9,1,1,1.0889192886456909,1.5555555555555556,1
2,0,13.5,12,0,12,8,40,13,2,0,2,1,9,24,11,3,7,9,1,2,0.8821428571428571,2.25,0
0,1,7.363636363636363,9,0,9,8,45,15,1,0,0,5,5,33,11,2,7,5,1,0,0.7401709401709402,1.6363636363636365,0
1,0,5.7272727272727275,7,0,8,9,42,11,3,1,2,7,9,33,15,0,5,9,0,1,0.9038095238095238,1.8181818181818181,1
0,0,13.0,13,0,14,8,39,14,2,0,2,6,7,27,19,3,5,7,0,1,1.010911074740862,2.6666666666666665,0
0,0,8.0,8,0,8,14,44,19,5,0,3,5,6,27,14,2,6,6,1,1,1.2401960784313726,2.2222222222222223,1
0,1,2.0,2,0,2,1,29,5,1,0,0,5,7,27,8,0,2,7,1,0,0.5582479030754893,1.1111111111111112,0
1,0,1.0,1,0,1,2,32,8,1,0,0,2,7,27,5,0,5,7,0,0,0.5753676470588236,1.1111111111111112,1
4,2,11.0,11,0,11,12,38,16,1,0,1,8,5,27,13,1,4,5,2,0,1.0471491228070176,1.8888888888888888,1
2,4,12.461538461538462,12,0,12,11,37,13,1,0,1,4,6,26,16,1,8,6,0,0,0.888030888030888,2.7692307692307696,0
2,0,2.25,3,0,5,6,45,16,3,0,0,6,7,36,11,1,4,7,2,1,0.8535947712418301,1.25,1
0,2,4.764705882352941,6,0,6,5,41,11,0,0,1,4,6,34,16,0,6,6,3,0,0.695630081300813,1.9411764705882353,0
0,1,10.0,10,0,10,9,41,14,4,1,2,1,8,27,13,0,6,8,2,0,0.9829835507657403,2.111111111111111,0
1,0,8.0,8,0,9,10,33,13,4,2,0,6,7,27,14,2,1,7,0,2,1.1125541125541125,1.6666666666666667,1
1,0,2.0,2,0,2,1,31,6,1,0,0,2,9,27,5,1,4,9,0,0,0.4682306940371457,1.0,0
0,1,1.0,1,1,1,2,31,5,0,0,1,4,8,27,6,0,2,8,0,1,0.53584229390681,0.8888888888888888,1
1,1,8.0,8,0,13,5,39,13,2,0,1,1,7,27,14,1,6,7,1,4,0.8115384615384615,2.2222222222222223,0
1,1,5.0,5,0,5,13,39,14,3,0,1,6,4,27,13,1,1,4,1,0,0.9572649572649572,1.5555555555555556,1
0,2,3.0,3,0,3,4,28,5,0,0,2,5,7,27,11,1,7,7,0,1,0.6958874458874459,2.0,1
2,0,2.25,2,0,4,3,34,11,0,0,1,7,6,24,5,2,5,6,1,1,0.853625170998632,1.25,0
0,1,4.0,4,0,4,10,38,15,4,0,0,6,3,27,8,0,1,3,2,0,0.9888888888888889,1.0,1
1,0,11.25,10,0,10,4,32,8,3,1,0,1,4,24,15,0,6,4,0,0,0.6709558823529411,2.625,0
2,2,6.0,6,0,6,5,35,8,2,0,2,0,6,27,11,0,7,6,0,0,0.7071428571428571,2.0,0
2,2,5.0,5,1,5,6,35,11,3,0,0,7,6,27,8,2,0,6,1,1,0.8285714285714285,0.8888888888888888,1
0,0,8.0,8,0,8,10,33,8,1,0,2,7,5,27,10,0,3,5,0,1,0.8731501057082452,1.4444444444444444,1
0,0,4.153846153846154,4,0,10,8,37,10,2,0,0,3,9,26,8,2,7,9,2,1,0.6657877389584708,1.7307692307692308,0
0,0,2.0,2,0,2,3,30,8,1,0,1,2,6,27,4,0,4,6,0,1,0.7125,0.8888888888888888,1
0,0,2.25,2,0,3,2,28,4,1,0,0,4,5,24,8,1,2,5,0,1,0.4285714285714286,1.25,0
1,2,8.0,8,0,9,10,37,13,2,0,1,6,4,27,16,0,2,4,0,1,0.9087087087087087,2.0,1
2,1,10.384615384615385,10,0,10,9,42,16,1,0,0,2,11,26,13,1,6,11,0,0,0.8138528138528138,2.1923076923076925,0
0,0,1.0,1,0,1,12,36,13,2,1,0,3,6,27,7,1,0,6,1,0,0.8868563685636857,0.7777777777777778,1
0,0,4.5,4,0,12,1,33,7,1,0,1,0,5,24,13,0,3,5,1,3,0.5454545454545454,2.0,0
0,0,7.0,7,0,8,1,31,6,0,0,0,1,5,27,13,0,8,5,2,2,0.4359726295210166,2.3333333333333335,0
0,0,0.0,0,0,1,8,39,13,1,0,0,8,7,27,6,0,1,7,2,1,0.838974358974359,0.7777777777777778,1
1,4,7.0,7,0,7,5,32,8,1,0,2,8,8,27,11,1,7,8,0,0,0.8640988372093024,2.0,0
4,1,5.0,5,0,5,7,36,11,0,1,1,7,11,27,8,2,8,11,0,0,0.8535353535353536,1.7777777777777777,1
2,0,4.0,4,0,4,8,37,13,4,0,1,1,3,27,7,1,1,3,1,2,0.9251559251559252,0.8888888888888888,1
0,2,7.875,7,0,8,4,34,7,2,0,1,1,6,24,13,1,1,6,0,1,0.5815126050420169,1.75,0
1,0,5.0,5,0,5,6,34,9,1,0,1,7,6,27,14,1,4,6,2,2,0.7633053221288515,2.0,1
0,1,5.1923076923076925,5,0,6,5,38,14,3,0,1,4,4,26,9,1,7,4,0,1,0.958133971291866,1.8461538461538463,0
0,3,5.0,5,0,5,7,31,8,1,0,1,4,7,27,14,0,0,7,1,1,0.7482078853046594,1.5555555555555556,1
3,0,7.875,7,0,7,5,40,14,4,1,0,0,6,24,8,1,4,6,0,2,0.85,1.5,0
0,0,2.0,2,0,2,9,36,12,2,1,2,3,11,27,4,0,6,11,0,0,0.9957264957264957,1.1111111111111112,1
0,0,7.875,7,0,9,2,31,4,0,0,0,6,7,24,12,2,3,7,0,1,0.3993025283347864,1.875,0
1,0,4.5,6,0,6,5,45,14,5,0,0,5,5,36,18,2,0,5,0,0,0.826068376068376,1.5,0
0,1,3.75,5,0,5,6,49,18,3,0,2,0,8,36,14,0,5,8,2,0,0.9183673469387754,1.5833333333333333,1
0,3,4.0,4,0,6,5,32,9,1,0,1,4,10,27,10,1,2,10,1,2,0.765224358974359,1.3333333333333333,0
3,0,4.0,4,0,5,6,36,10,0,0,1,2,12,27,9,1,4,12,0,2,0.6944444444444444,1.4444444444444444,1
1,1,5.0,5,0,5,4,33,8,3,0,2,2,14,27,10,2,6,14,0,0,0.8008658008658008,1.7777777777777777,0
1,1,4.0,4,0,4,5,36,10,3,0,2,6,8,27,8,2,2,8,0,0,0.9087301587301587,1.1111111111111112,1
1,0,4.0,4,0,5,8,33,13,2,0,2,3,5,27,9,2,2,5,1,2,1.095823095823096,1.2222222222222223,1
0,1,7.875,7,0,8,5,33,9,1,0,2,2,3,24,13,2,3,3,1,1,0.7991341991341991,2.0,0
0,2,1.0,1,0,1,12,39,14,3,1,1,6,5,27,4,0,0,5,1,0,1.0085470085470085,0.4444444444444444,1
2,0,11.25,10,0,12,1,30,4,2,0,0,0,13,24,14,1,6,13,0,1,0.3612903225806452,2.5,0
0,1,4.0,4,0,4,14,42,19,5,1,1,4,6,27,9,0,3,6,0,0,1.201114488348531,1.3333333333333333,1
1,0,14.625,13,0,14,4,35,9,0,0,0,3,5,24,19,1,4,5,0,1,0.6071428571428571,2.875,0
1,3,2.0,2,0,2,5,27,6,2,0,1,7,4,27,7,0,1,4,3,0,0.7788359788359789,0.8888888888888888,1
3,1,5.625,5,0,5,2,31,7,1,0,0,1,7,24,6,1,7,7,2,1,0.5080645161290323,1.625,0
0,1,6.0,6,0,7,5,34,10,0,0,1,4,8,27,13,4,0,8,0,1,0.7413273001508296,1.4444444444444444,0
1,0,4.0,4,0,5,7,40,13,1,0,4,0,1,27,10,1,4,1,2,1,0.9750000000000001,1.5555555555555556,1
0,0,11.0,11,0,13,6,35,11,4,0,0,5,4,27,16,4,5,4,1,1,0.8095238095238095,2.3333333333333335,0
0,0,6.0,6,0,6,13,40,16,3,0,4,5,10,27,11,0,5,10,0,1,1.2532608695652174,1.7777777777777777,1
0,1,1.0,1,0,1,4,34,12,2,0,0,1,7,27,9,0,1,7,1,0,0.7831932773109244,1.1111111111111112,1
1,0,4.5,4,0,4,1,33,9,1,0,0,1,4,24,12,0,1,4,2,0,0.5971479500891266,1.625,0
1,0,11.0,11,0,11,3,33,7,3,0,0,1,4,27,16,2,3,4,0,0,0.553030303030303,2.111111111111111,0
0,1,3.0,3,0,3,11,40,16,3,0,2,3,6,27,7,0,1,6,0,0,1.0568181818181819,0.8888888888888888,1
1,2,1.0,1,0,1,11,35,13,3,0,2,5,2,27,4,0,5,2,1,0,1.0785714285714285,1.0,1
2,1,11.25,10,0,11,1,29,4,1,1,0,5,8,24,13,2,5,8,0,1,0.5060851926977687,2.25,0
3,0,6.0,6,0,7,6,35,12,1,1,2,2,4,27,16,1,3,4,1,2,0.9783783783783784,2.111111111111111,0
0,3,6.0,6,0,6,7,40,16,2,0,1,3,5,27,12,2,2,5,2,0,0.9795454545454545,1.5555555555555556,1
1,2,7.0,7,0,7,11,40,16,6,1,0,4,6,27,11,1,2,6,0,1,1.0545454545454545,1.4444444444444444,1
2,1,12.375,11,0,11,7,38,11,3,0,1,2,7,24,16,0,4,7,1,1,0.788831835686778,2.5,0
0,1,4.0,4,0,4,10,35,15,2,1,2,3,8,27,13,1,3,8,0,1,1.1892857142857143,1.7777777777777777,1
1,0,10.125,9,0,10,4,40,13,1,0,1,3,6,24,15,2,3,6,1,2,0.797093023255814,2.25,0
1,1,3.0,3,0,3,8,40,12,2,0,1,2,6,27,10,1,3,6,1,1,0.7738372093023256,1.4444444444444444,1
1,1,5.625,5,0,8,3,35,10,0,0,1,3,9,24,12,1,2,9,1,6,0.7372822299651568,1.75,0
1,1,11.0,11,0,12,7,39,12,4,0,2,3,8,27,17,3,3,8,2,0,0.9212454212454213,2.2222222222222223,0
1,1,7.0,7,0,7,12,42,17,4,0,3,3,10,27,12,2,3,10,0,1,1.1726190476190477,1.6666666666666667,1
2,1,1.0,1,0,1,4,26,6,1,1,0,6,12,27,13,0,2,12,0,0,0.7461538461538462,1.6666666666666667,1
1,2,4.5,4,0,4,1,39,13,3,0,0,2,2,24,6,0,6,2,2,0,0.7761100687929956,1.5,0
0,0,4.0,4,0,4,11,34,12,1,0,2,6,7,27,8,0,1,7,1,0,1.011204481792717,1.0,1
0,0,12.375,11,0,11,4,34,8,2,1,0,1,8,24,12,2,6,8,1,0,0.6502384737678856,2.25,0
0,0,9.0,9,0,9,4,33,7,1,0,1,0,7,27,13,3,3,7,0,0,0.6111111111111112,1.7777777777777777,0
0,0,3.0,3,0,4,9,37,13,1,0,3,3,11,27,7,1,0,11,0,1,1.0402262727844123,0.7777777777777778,1
0,0,0.0,0,0,0,13,36,12,3,0,3,8,7,27,6,0,4,7,1,0,1.121212121212121,1.1111111111111112,1
0,0,14.625,13,0,13,0,32,6,1,0,0,4,6,24,12,3,8,6,0,1,0.4965277777777778,2.5,0
0,1,6.0,6,0,6,9,38,15,3,1,0,2,6,27,9,1,3,6,1,0,0.9653401797175867,1.3333333333333333,1
1,0,10.125,9,0,9,6,35,9,1,0,1,3,4,24,15,0,2,4,0,1,0.687218045112782,2.125,0
0,1,6.0,6,0,6,2,34,7,1,1,0,2,6,27,12,1,1,6,0,0,0.6018099547511313,1.4444444444444444,0
1,0,1.0,1,0,2,6,37,12,3,0,1,1,8,27,7,0,2,8,1,1,0.8285917496443813,1.0,1
1,0,12.0,12,0,12,4,32,6,0,1,0,5,5,27,19,0,5,5,2,0,0.5472972972972974,2.6666666666666665,0
0,1,4.0,4,0,4,12,44,19,5,0,0,5,8,27,6,0,5,8,1,0,1.0454545454545454,1.2222222222222223,1
3,0,5.0,5,0,5,3,31,6,0,0,0,7,9,27,13,1,6,9,2,1,0.5268817204301075,2.111111111111111,0
0,3,3.0,3,0,3,5,35,13,2,0,1,6,6,27,6,0,7,6,0,1,0.9777003484320557,1.4444444444444444,1
3,1,4.5,5,0,5,7,36,10,3,0,3,2,6,30,13,0,5,6,1,1,0.9444444444444444,1.8,1
1,3,6.0,6,0,7,5,42,13,1,0,0,5,10,27,10,3,2,10,1,2,0.7291666666666666,1.3333333333333333,0
1,0,13.0,13,0,16,7,34,10,3,0,1,6,5,27,19,1,4,5,0,3,0.8753501400560224,2.5555555555555554,0
0,1,6.0,6,0,7,16,46,19,3,0,1,4,7,27,10,1,6,7,1,1,1.024247491638796,1.7777777777777777,1
0,0,4.0,4,0,5,1,28,4,0,0,0,3,4,27,14,1,1,4,0,2,0.36160714285714285,1.6666666666666667,0
0,0,1.0,1,0,1,5,37,14,4,0,1,1,8,27,4,0,3,8,2,1,0.9623044096728307,0.7777777777777778,1
0,1,3.0,3,0,3,2,33,7,1,0,0,3,6,27,10,1,2,6,2,1,0.5397215397215398,1.3333333333333333,0
1,0,2.0,2,0,2,3,34,10,1,0,1,2,9,27,7,0,3,9,0,0,0.7450980392156863,1.1111111111111112,1
0,6,6.3,7,0,7,8,40,13,1,0,2,6,8,30,13,2,3,8,0,0,0.9130434782608696,1.6,1
6,0,7.448275862068966,8,0,8,7,41,13,1,0,2,3,8,29,13,2,6,8,1,2,0.8514412416851441,1.9655172413793105,0
0,0,3.0,3,0,3,10,35,13,3,0,1,11,6,27,10,0,5,6,0,1,1.074772036474164,1.6666666666666667,1
0,0,10.125,9,0,10,3,37,10,1,0,0,5,7,24,13,1,11,7,0,1,0.6461345065996229,3.0,0
1,1,2.0,2,0,2,4,31,9,0,1,1,2,9,27,11,0,2,9,2,1,0.7944700460829492,1.4444444444444444,1
1,1,2.25,2,0,4,2,37,11,1,0,0,2,4,24,9,1,2,4,2,2,0.6743243243243243,1.375,0
0,0,5.0,5,0,6,1,33,6,1,0,1,1,7,27,13,2,3,7,0,1,0.5089126559714795,1.7777777777777777,0
0,0,1.0,1,0,1,6,41,13,1,0,2,3,4,27,6,1,1,4,0,0,0.8655826558265582,0.7777777777777778,1
0,3,3.0,3,0,3,4,31,6,1,0,0,6,9,27,7,1,2,9,2,1,0.5679117147707979,1.0,1
3,0,2.25,2,0,4,3,32,7,0,1,1,2,10,24,6,0,6,10,0,1,0.6397058823529411,1.5,0
3,2,6.0,6,0,8,2,35,9,2,0,0,5,3,27,11,1,2,3,2,1,0.6642857142857143,1.4444444444444444,0
2,3,2.0,2,0,2,8,35,11,1,0,1,2,10,27,9,0,5,10,1,0,0.8035714285714286,1.5555555555555556,1
0,0,5.0,5,0,5,9,35,13,4,0,2,0,11,27,8,0,2,11,0,0,1.0182539682539682,1.1111111111111112,1
0,0,7.875,7,0,9,5,35,8,1,0,0,2,9,24,13,2,0,9,0,2,0.5274131274131274,1.625,0
0,0,2.0,2,0,5,6,30,7,1,0,1,7,8,27,8,1,5,8,0,4,0.7350877192982456,1.4444444444444444,1
0,0,5.3999999999999995,5,0,6,5,37,8,2,0,1,5,3,25,7,1,7,3,0,1,0.6922604422604423,1.68,0
1,1,8.0,8,0,8,7,33,8,1,0,2,6,6,27,10,3,3,6,0,0,0.8135198135198135,1.4444444444444444,0
1,1,3.0,3,0,7,8,34,10,0,1,3,3,3,27,8,2,6,3,2,2,0.9926470588235294,1.5555555555555556,1
0,2,2.0,2,0,4,6,35,13,1,0,2,0,10,27,9,0,4,10,0,2,0.9603174603174602,1.4444444444444444,1
2,0,6.75,6,0,6,4,36,9,1,0,0,4,4,24,13,2,0,4,1,0,0.6027777777777779,1.625,0
1,0,2.0,2,0,2,3,25,6,1,0,0,4,6,27,6,2,1,6,1,1,0.6348387096774194,0.7777777777777778,1
0,1,3.375,3,0,3,2,33,6,0,0,2,1,6,24,6,0,4,6,1,1,0.5922077922077922,1.25,0
2,1,5.0,5,0,5,8,33,10,3,0,1,2,5,27,11,1,3,5,1,0,0.8181818181818181,1.5555555555555556,1
1,2,9.0,8,0,8,5,36,11,2,1,1,3,5,24,10,1,2,5,0,0,0.858974358974359,1.5,0
1,0,3.0,3,0,3,4,28,7,2,0,2,2,8,27,7,2,3,8,0,0,0.8582949308755761,1.1111111111111112,1
0,1,4.5,4,0,4,3,34,7,1,0,2,3,5,24,7,2,2,5,1,1,0.7194570135746606,1.125,0
0,1,0.0,0,0,0,8,31,9,0,0,1,4,7,27,7,0,2,7,0,1,0.7818336162988115,1.0,1
1,0,9.0,8,0,8,0,31,7,0,0,0,2,4,24,9,1,4,4,0,0,0.49853372434017595,1.625,0
0,1,3.0,3,0,3,2,28,6,1,0,1,4,7,27,8,1,3,7,0,1,0.6904761904761905,1.2222222222222223,0
1,0,2.0,2,0,2,3,36,8,1,0,1,3,8,27,6,1,4,8,0,1,0.6153846153846154,1.1111111111111112,1
1,1,6.0,6,0,6,5,33,8,0,0,2,5,6,27,13,1,3,6,0,0,0.7832167832167832,1.7777777777777777,0
1,1,5.0,5,0,5,6,40,13,2,0,1,3,10,27,8,2,5,10,1,0,0.8363636363636364,1.4444444444444444,1
0,1,2.0,2,0,2,6,32,12,1,0,0,4,6,27,12,0,3,6,1,0,0.8657094594594594,1.6666666666666667,1
1,0,6.75,6,0,6,2,36,12,2,0,0,3,5,24,12,0,4,5,0,0,0.7735042735042735,2.0,0
2,1,5.0,5,0,5,6,31,9,3,0,0,3,7,27,7,0,10,7,2,0,0.7585253456221198,1.8888888888888888,1
1,2,6.75,6,0,6,5,30,7,2,0,0,10,8,24,9,0,3,8,0,0,0.725,1.5,0
1,0,1.0,1,0,1,6,32,9,0,1,3,4,4,27,6,1,0,4,0,0,0.993421052631579,0.6666666666666666,1
0,1,6.75,6,0,6,1,32,6,1,0,1,0,4,24,9,3,4,4,0,0,0.5,1.625,0
0,0,5.0,5,0,7,4,36,10,3,0,1,6,8,27,14,0,5,8,1,1,0.8253968253968254,2.111111111111111,0
0,0,4.0,4,0,4,7,39,14,2,0,0,5,7,27,10,1,6,7,0,0,0.842074592074592,1.7777777777777777,1
0,3,0.0,0,0,1,8,33,10,2,1,1,7,6,27,3,0,4,6,0,2,0.9401515151515152,0.7777777777777778,1
3,0,6.75,6,0,8,1,31,3,1,0,0,4,10,24,10,1,7,10,1,2,0.32903225806451614,2.125,0
0,1,13.0,13,0,13,3,31,5,1,0,1,4,10,27,15,5,1,10,0,0,0.5681003584229392,1.7777777777777777,0
1,0,2.0,2,0,3,13,42,15,3,0,5,1,8,27,5,1,4,8,1,1,1.1578073089700998,1.0,1
0,0,4.0,4,0,4,11,37,14,3,0,0,1,8,27,9,0,4,8,1,1,0.8697158697158698,1.4444444444444444,1
0,0,12.375,11,0,11,4,34,9,1,0,0,4,6,24,14,0,1,6,1,0,0.6441176470588235,1.875,0
1,0,11.0,11,0,12,5,35,9,0,0,0,4,10,27,14,0,7,10,1,3,0.5904761904761904,2.3333333333333335,0
0,1,4.0,4,0,5,12,40,14,4,0,0,7,8,27,9,0,4,8,1,2,0.9083333333333333,1.4444444444444444,1
0,0,0.0,0,0,0,7,35,13,4,0,2,3,10,27,5,0,2,10,1,1,1.0673992673992674,0.7777777777777778,1
0,0,7.875,7,0,7,0,31,5,0,0,0,2,4,24,13,2,3,4,0,0,0.396584440227704,2.0,0
1,0,4.0,4,0,7,4,34,9,0,0,1,5,6,27,10,1,4,6,0,2,0.7279411764705883,1.5555555555555556,0
0,1,2.0,2,0,4,7,36,10,1,0,1,4,6,27,9,1,5,6,2,1,0.7698412698412698,1.5555555555555556,1
0,2,10.0,10,0,10,6,37,11,1,0,1,1,8,27,18,0,2,8,1,0,0.7130977130977132,2.2222222222222223,0
2,0,6.0,6,0,6,10,43,18,5,1,0,2,7,27,11,1,1,7,0,0,1.0258397932816536,1.3333333333333333,1
0,2,5.0,5,0,5,9,35,13,2,0,0,2,7,27,9,0,8,7,4,0,0.849624060150376,1.8888888888888888,1
2,0,10.125,9,0,9,5,31,9,2,0,0,8,3,24,13,0,2,3,1,0,0.7938630999213219,1.875,0
0,0,7.0,7,0,8,5,37,9,1,0,0,1,2,27,11,1,2,2,3,1,0.5334281650071124,1.4444444444444444,0
0,0,5.0,5,0,5,8,36,11,2,0,1,2,7,27,9,0,1,7,0,1,0.7865497076023391,1.1111111111111112,1
0,4,2.7,3,0,3,4,33,9,3,0,1,9,7,30,11,1,0,7,2,2,0.8831168831168831,1.1,1
4,0,3.8571428571428568,4,0,4,3,40,11,0,0,1,0,11,28,9,1,9,11,3,1,0.625,1.9285714285714284,0
1,1,4.0,4,0,4,6,34,11,1,0,1,5,6,27,12,0,5,6,0,0,0.8514328808446455,1.8888888888888888,1
1,1,6.75,6,0,6,4,38,12,4,1,0,5,3,24,11,1,5,3,1,1,0.8736842105263158,2.0,0
0,0,9.0,9,0,9,5,38,13,1,0,1,1,5,27,13,3,4,5,1,0,0.8223684210526316,1.8888888888888888,0
0,0,5.0,5,0,5,9,37,13,2,0,3,4,10,27,13,1,1,10,0,0,1.0534105534105533,1.5555555555555556,1
1,1,13.0,13,0,13,5,40,13,5,0,1,2,5,27,22,2,2,5,0,1,0.8821428571428571,2.6666666666666665,0
1,1,5.0,5,0,5,13,48,22,4,1,2,2,5,27,13,1,2,5,0,1,1.1985294117647058,1.6666666666666667,1
0,3,2.0,2,0,2,3,31,7,2,0,0,3,4,27,6,0,3,4,1,0,0.5844402277039848,1.0,1
3,0,2.25,2,0,3,2,29,6,1,0,0,3,4,24,7,0,3,4,1,1,0.5141065830721003,1.25,0
1,3,8.0,8,0,10,9,42,17,2,0,1,2,8,27,14,4,3,8,2,2,0.946031746031746,1.8888888888888888,0
3,1,8.0,8,0,9,10,40,14,0,0,4,3,5,27,17,1,2,5,0,2,1.059090909090909,2.111111111111111,1
3,0,7.0,7,0,7,0,31,7,0,0,0,1,7,27,14,0,3,7,0,0,0.47580645161290325,1.8888888888888888,0
0,3,0.0,0,0,0,7,39,14,1,0,0,3,3,27,7,0,1,3,1,0,0.8164335664335665,0.8888888888888888,1
0,0,8.0,8,0,8,3,33,8,0,0,2,3,6,27,11,1,5,6,0,0,0.7485667485667487,1.7777777777777777,0
0,0,3.0,3,0,3,8,36,11,3,0,1,5,6,27,8,2,3,6,1,0,0.8531746031746031,1.2222222222222223,1
1,0,11.0,11,0,13,6,38,11,2,0,3,5,8,27,16,2,1,8,2,1,0.9510403916768666,1.8888888888888888,0
0,1,5.0,5,0,6,13,41,16,5,0,2,1,2,27,11,3,5,2,1,1,1.053885422575156,1.7777777777777777,1
0,3,7.0,7,0,9,10,33,12,1,0,2,6,6,27,14,1,1,6,0,2,1.0257575757575759,1.6666666666666667,1
3,0,7.56,7,0,10,9,41,14,1,1,1,1,8,25,12,2,6,8,1,3,0.8449477351916377,2.1599999999999997,0
1,1,0.0,0,0,2,3,28,6,2,0,1,5,7,27,5,1,3,7,2,1,0.7357142857142858,0.8888888888888888,1
1,1,3.375,3,0,3,2,28,5,0,0,1,3,8,24,6,1,5,8,0,0,0.543778801843318,1.375,0
0,0,3.0,3,0,3,13,32,12,4,0,1,8,6,27,8,2,4,6,2,0,1.0710227272727273,1.3333333333333333,1
0,0,14.625,13,0,13,3,33,8,2,0,2,4,2,24,12,1,8,2,0,1,0.8091728091728092,2.5,0
1,3,1.8,2,0,3,2,34,9,1,0,1,8,9,30,8,0,6,9,1,1,0.8009575923392613,1.4,0
3,1,1.8,2,0,2,3,36,8,2,0,0,6,5,30,9,1,8,5,2,1,0.6266149870801034,1.7,1
1,3,5.0,5,0,5,6,29,8,0,0,1,7,4,27,10,2,0,4,0,0,0.7847157502329916,1.1111111111111112,1
3,1,6.75,6,0,6,5,36,10,1,1,2,0,3,24,8,1,7,3,1,1,0.825075075075075,1.875,0
3,0,12.0,12,0,12,6,39,14,3,0,0,3,9,27,14,4,4,9,0,0,0.8406593406593407,2.0,0
0,3,6.0,6,0,6,12,41,14,1,0,4,4,2,27,14,0,3,2,1,0,1.0585365853658537,1.8888888888888888,1
0,2,9.0,9,0,9,8,34,10,3,0,3,3,5,27,16,0,4,5,0,0,1.0220588235294117,2.2222222222222223,0
2,0,8.0,8,0,8,9,39,16,4,0,0,4,8,27,10,3,3,8,1,0,0.9572649572649572,1.4444444444444444,1
0,1,9.0,9,0,9,4,37,9,1,0,1,2,8,27,15,3,6,8,2,1,0.6513513513513514,2.3333333333333335,0
1,0,4.0,4,0,4,9,38,15,4,0,3,6,7,27,9,1,2,7,0,1,1.2160087719298245,1.2222222222222223,1
1,1,3.0,3,0,3,4,27,5,1,0,0,9,8,27,9,0,3,8,0,0,0.6169590643274854,1.3333333333333333,1
1,1,3.375,3,0,4,3,34,9,2,0,0,3,3,24,5,0,9,3,1,2,0.6656346749226006,1.75,0
0,1,0.0,0,0,0,2,28,7,2,0,0,1,12,27,4,0,1,12,1,0,0.5972906403940887,0.5555555555555556,1
1,0,2.25,2,1,2,0,29,4,0,0,0,1,7,24,7,0,1,7,1,0,0.3314794215795328,1.0,0
0,2,0.0,0,0,1,12,34,12,2,0,3,6,8,27,6,0,3,8,0,2,1.1264705882352941,1.0,1
2,0,13.5,12,0,12,1,33,6,0,0,0,3,7,24,12,3,6,7,0,0,0.4250614250614251,2.25,0
0,0,4.0,4,0,4,8,34,10,5,0,1,7,5,27,13,0,6,5,2,0,0.948016415868673,2.111111111111111,1
0,0,7.875,7,0,8,4,35,13,3,0,0,6,10,24,10,1,7,10,0,2,0.9095238095238095,2.125,0
1,1,5.4,6,0,6,5,35,7,1,0,0,5,9,30,9,2,3,9,0,1,0.5142857142857142,1.2,0
1,1,2.7,3,0,5,6,39,9,2,0,2,3,6,30,7,0,5,6,1,1,0.7216117216117216,1.2,1
